2,0.587420,0.309783,0.283728,0.129279,0.053078,0.046076,0.035026,0.012408,0.026097,0.023118,0.033405,0.010356,0.009088,0.012337,0.012874,0.007726,0.009654,0.010088,0.004973
J,0.500503,0.320747,0.203581,0.200589,0.054881,0.020107,0.037291,0.038067,0.033098,0.024384,0.016531,0.017948,0.012401,0.002846,0.008211,0.015068,0.012603,0.007444,0.003680
R,0.702733,0.102463,0.147995,0.151278,0.140361,0.022429,0.038030,0.034405,0.022792,0.024689,0.019247,0.014524,0.013803,0.008460,0.016051,0.014911,0.008686,0.004644,0.008234
3,0.741868,0.279022,0.374048,0.288701,0.112519,0.075213,0.043314,0.057063,0.030455,0.014740,0.038500,0.018049,0.034532,0.011888,0.015928,0.009818,0.014977,0.009203,0.007960
C,0.284396,0.167296,0.155208,0.089864,0.056680,0.042782,0.035005,0.029166,0.021352,0.014501,0.014158,0.011292,0.007633,0.003312,0.004981,0.004366,0.004225,0.006739,0.002639
9,0.832060,0.171329,0.332771,0.243580,0.192562,0.034143,0.056098,0.042717,0.046193,0.023464,0.024743,0.018337,0.023928,0.019598,0.030297,0.008562,0.015715,0.014374,0.011280
2,0.705314,0.319594,0.316501,0.112072,0.036432,0.050785,0.026445,0.018276,0.020753,0.035077,0.026500,0.013979,0.007504,0.017097,0.013078,0.008671,0.009553,0.008357,0.007884
:,0.152717,0.085507,0.046213,0.073063,0.012532,0.040406,0.006286,0.022020,0.013765,0.019642,0.015055,0.010010,0.010697,0.012159,0.009201,0.012339,0.008946,0.007682,0.008257
R,0.579384,0.097497,0.114780,0.092206,0.086418,0.088413,0.040879,0.023436,0.021166,0.017579,0.025859,0.018579,0.015907,0.019835,0.005614,0.008383,0.007464,0.007082,0.006125
9,0.772720,0.197610,0.348113,0.302518,0.267103,0.085542,0.046266,0.057188,0.023937,0.048835,0.029996,0.042777,0.040445,0.026278,0.016898,0.021905,0.009780,0.015895,0.014788
L,0.082799,0.115055,0.052694,0.045872,0.048833,0.031401,0.020839,0.034856,0.023041,0.014043,0.010050,0.014279,0.009578,0.009261,0.008566,0.005858,0.010956,0.010639,0.008877
;,0.109527,0.185411,0.018697,0.029922,0.045136,0.023637,0.021774,0.016813,0.019914,0.012642,0.010880,0.016183,0.017617,0.020284,0.015794,0.016817,0.009199,0.011555,0.003981
J,0.365556,0.348161,0.200311,0.171521,0.041730,0.020090,0.056968,0.048877,0.039898,0.020549,0.006827,0.013126,0.008259,0.013335,0.004574,0.015452,0.005266,0.006292,0.007954
4,0.929332,0.434426,0.094741,0.382451,0.309088,0.104324,0.083722,0.019726,0.058586,0.023700,0.036621,0.033314,0.020283,0.026377,0.043486,0.022007,0.020649,0.018677,0.008141
D,0.404768,0.050599,0.204666,0.083915,0.133641,0.066507,0.029811,0.021089,0.015013,0.013347,0.027699,0.012882,0.010139,0.004965,0.010877,0.011224,0.010507,0.006801,0.005111
=,0.371530,0.165402,0.119238,0.093543,0.028744,0.044325,0.046935,0.022589,0.015100,0.017238,0.008286,0.013834,0.013861,0.012367,0.017007,0.016393,0.006561,0.014440,0.009265
9,0.773949,0.193137,0.349169,0.300436,0.268370,0.086029,0.046035,0.054530,0.024738,0.048125,0.030128,0.044036,0.040057,0.027223,0.016095,0.021942,0.010540,0.014529,0.015068
C,0.286124,0.167536,0.155185,0.086316,0.054454,0.042235,0.033172,0.028508,0.017164,0.015438,0.015159,0.012645,0.007878,0.004409,0.005837,0.004783,0.004907,0.006783,0.002030
O,0.717776,0.314114,0.331169,0.147722,0.050595,0.053981,0.021497,0.021326,0.037107,0.031526,0.042919,0.007283,0.010275,0.015645,0.011484,0.007537,0.010577,0.015488,0.011573
6,0.714196,0.137578,0.228435,0.311755,0.126195,0.055892,0.051855,0.031021,0.046410,0.043690,0.017374,0.020672,0.022000,0.026818,0.036087,0.010620,0.011519,0.016558,0.018021
C,0.339161,0.158148,0.200921,0.066464,0.068468,0.046864,0.029720,0.023944,0.024611,0.013244,0.018870,0.017404,0.016586,0.009782,0.010159,0.004244,0.003480,0.008428,0.006239
9,0.783813,0.204726,0.297355,0.290609,0.269799,0.080477,0.059698,0.063143,0.033426,0.048966,0.036934,0.036361,0.045314,0.029192,0.013229,0.022409,0.009776,0.016841,0.017353
M,0.075734,0.105308,0.040214,0.041685,0.044852,0.015467,0.033644,0.017855,0.017213,0.006901,0.006781,0.008945,0.011692,0.009500,0.018016,0.012271,0.010846,0.004368,0.003672
>,0.073238,0.098574,0.031457,0.045731,0.027890,0.025435,0.014420,0.015368,0.021818,0.015696,0.007825,0.010306,0.013537,0.011125,0.011229,0.009127,0.007954,0.005802,0.002835
P,0.802452,0.195568,0.278931,0.351564,0.102850,0.037850,0.051284,0.045456,0.045879,0.017508,0.025226,0.005827,0.036539,0.036890,0.027260,0.014654,0.008324,0.016012,0.016592
E,0.480249,0.352810,0.169440,0.139986,0.024416,0.053254,0.052095,0.029035,0.018737,0.019021,0.012465,0.009585,0.014399,0.018340,0.008137,0.008245,0.010508,0.007340,0.007495
@,0.329713,0.159164,0.063094,0.130891,0.032270,0.029105,0.025342,0.017719,0.018790,0.004931,0.031098,0.011297,0.007407,0.003747,0.008645,0.004708,0.003828,0.007697,0.007005
?,0.311742,0.124623,0.113491,0.090849,0.036300,0.024749,0.028715,0.009283,0.018979,0.015543,0.008649,0.014057,0.021502,0.016018,0.013775,0.011290,0.009030,0.009922,0.009947
1,0.333118,0.159352,0.069222,0.107776,0.038198,0.026617,0.016625,0.020166,0.014808,0.015345,0.011860,0.010589,0.006031,0.002957,0.010195,0.009914,0.004678,0.005456,0.007086
3,0.735864,0.285944,0.369931,0.280169,0.102623,0.085320,0.037465,0.051039,0.037866,0.017913,0.034631,0.024166,0.032611,0.010022,0.014182,0.016061,0.010769,0.009508,0.007694
H,0.155918,0.129652,0.051811,0.032717,0.031773,0.021030,0.013230,0.021075,0.009060,0.008804,0.009575,0.007208,0.004545,0.002643,0.002323,0.003926,0.004553,0.002489,0.002053
>,0.043880,0.116851,0.026233,0.052388,0.041364,0.027742,0.022677,0.007660,0.014664,0.022411,0.022811,0.024500,0.011274,0.017380,0.003426,0.002908,0.004858,0.004196,0.004372
I,0.658628,0.250504,0.291979,0.061726,0.058299,0.068549,0.057991,0.024263,0.062692,0.032098,0.020692,0.007728,0.016247,0.015916,0.015398,0.009386,0.009331,0.007481,0.009446
>,0.056548,0.105836,0.031572,0.048328,0.032855,0.025008,0.012646,0.016852,0.018389,0.012373,0.006702,0.012451,0.012037,0.012893,0.009170,0.010403,0.006406,0.004904,0.002705
A,0.278805,0.230501,0.081717,0.051861,0.022653,0.023436,0.008731,0.023707,0.011301,0.024499,0.017709,0.016515,0.014448,0.018365,0.016293,0.010863,0.007158,0.008746,0.009183
:,0.151867,0.087570,0.050449,0.072502,0.010756,0.042131,0.008228,0.020836,0.011282,0.019033,0.016154,0.007742,0.006352,0.018789,0.012237,0.015483,0.007685,0.008855,0.006774
8,0.785174,0.257378,0.373085,0.172873,0.159665,0.187690,0.070265,0.063339,0.063406,0.037279,0.017359,0.029883,0.026498,0.033252,0.025831,0.020702,0.007730,0.016975,0.016752
B,0.417546,0.167629,0.184192,0.078255,0.069718,0.024304,0.021400,0.014452,0.006990,0.025999,0.017788,0.024459,0.014077,0.005796,0.006767,0.005195,0.009065,0.006538,0.010835
4,0.795963,0.391125,0.347551,0.261816,0.414789,0.199048,0.122407,0.084530,0.040950,0.067606,0.032565,0.040046,0.027686,0.028298,0.020327,0.028664,0.031073,0.024825,0.014560
O,0.633483,0.219443,0.215940,0.157116,0.052385,0.067465,0.053355,0.028245,0.019806,0.020410,0.030122,0.013006,0.022129,0.018399,0.016927,0.019913,0.005831,0.006337,0.007373
M,0.084770,0.094310,0.053916,0.041984,0.037974,0.015973,0.032759,0.015230,0.019866,0.011024,0.014230,0.004800,0.013715,0.009920,0.019078,0.012562,0.007861,0.006327,0.006283
6,0.829429,0.282017,0.346362,0.363882,0.046867,0.089841,0.026373,0.058705,0.033966,0.017608,0.043045,0.044380,0.045271,0.005347,0.015326,0.022185,0.015684,0.014470,0.009217
;,0.066908,0.169681,0.031662,0.061029,0.050093,0.029046,0.012920,0.006641,0.013270,0.008007,0.009077,0.016965,0.010086,0.016038,0.011166,0.014486,0.012790,0.011597,0.009951
;,0.099952,0.198102,0.034249,0.030683,0.040553,0.020698,0.016854,0.021496,0.013002,0.014982,0.012563,0.013054,0.014314,0.019840,0.011495,0.017355,0.006109,0.012367,0.002488
O,0.565664,0.203587,0.195630,0.147528,0.091853,0.019559,0.056488,0.042324,0.011977,0.010006,0.019807,0.015879,0.022855,0.008986,0.000546,0.016625,0.010885,0.007042,0.009143
5,0.787638,0.380246,0.312393,0.303959,0.405567,0.228286,0.091004,0.044442,0.034784,0.052900,0.034212,0.053378,0.013905,0.023601,0.023290,0.023215,0.026216,0.025166,0.026701
O,0.746830,0.271107,0.324772,0.201055,0.042558,0.073799,0.028685,0.039098,0.032176,0.029555,0.054627,0.021969,0.010934,0.025769,0.011887,0.011097,0.009881,0.012223,0.011007
E,0.459405,0.358306,0.174282,0.150118,0.023398,0.044747,0.055990,0.030509,0.018879,0.018231,0.013121,0.010718,0.012859,0.019561,0.012021,0.008578,0.014488,0.010976,0.007460
:,0.155185,0.071453,0.057987,0.061405,0.013639,0.038604,0.007886,0.018984,0.016348,0.020529,0.011195,0.015419,0.019567,0.024759,0.020661,0.011070,0.004551,0.003872,0.003375
:,0.132452,0.096506,0.047003,0.053497,0.033848,0.027767,0.030136,0.018595,0.007584,0.011409,0.011644,0.011046,0.008650,0.006312,0.017083,0.013045,0.009416,0.008009,0.002017
>,0.037279,0.142714,0.030748,0.032338,0.035638,0.019682,0.012550,0.011756,0.010750,0.011745,0.015124,0.014183,0.015846,0.015614,0.009633,0.008525,0.004208,0.002777,0.004087
J,0.423840,0.374379,0.208784,0.121765,0.046007,0.030070,0.045977,0.039196,0.027359,0.014662,0.013758,0.009418,0.005829,0.009103,0.017606,0.012007,0.004353,0.003788,0.006375
J,0.398534,0.316435,0.133877,0.161126,0.067125,0.023939,0.038277,0.031543,0.046154,0.008430,0.017675,0.009407,0.013353,0.012473,0.008317,0.009884,0.011949,0.006003,0.008355
D,0.455167,0.239983,0.248127,0.145960,0.077178,0.039106,0.028996,0.025443,0.040103,0.024875,0.019659,0.011998,0.014968,0.019236,0.017278,0.009207,0.009615,0.005315,0.010587
K,0.258425,0.137918,0.096438,0.083439,0.044738,0.033848,0.024716,0.019711,0.023307,0.019949,0.023537,0.020513,0.005857,0.004294,0.010492,0.005663,0.008948,0.003316,0.003438
7,0.713494,0.322904,0.304022,0.273890,0.076117,0.058304,0.059735,0.080433,0.036268,0.039528,0.041041,0.054602,0.046886,0.013048,0.012397,0.015263,0.011087,0.005531,0.010493
4,0.888855,0.367023,0.094968,0.354910,0.318393,0.097447,0.084525,0.015463,0.056224,0.024391,0.042209,0.020993,0.015269,0.018053,0.035838,0.028746,0.021078,0.007846,0.010724
>,0.057984,0.111826,0.021757,0.045895,0.038245,0.018320,0.021708,0.006056,0.017745,0.021401,0.024884,0.026203,0.012986,0.015723,0.004025,0.003076,0.004419,0.003668,0.003657
C,0.285513,0.189783,0.154974,0.079575,0.056609,0.028019,0.041592,0.018058,0.016565,0.019654,0.011331,0.008571,0.007803,0.010479,0.013406,0.010921,0.012687,0.007916,0.005166
>,0.044694,0.133729,0.030098,0.044483,0.041107,0.013281,0.017008,0.013606,0.013688,0.011259,0.018495,0.015569,0.019245,0.015901,0.009150,0.008049,0.003128,0.001805,0.004880
C,0.366264,0.193404,0.156966,0.080234,0.052381,0.035769,0.026958,0.019670,0.011686,0.014788,0.016611,0.006020,0.009989,0.002846,0.008367,0.009130,0.008876,0.006940,0.006610
D,0.451695,0.164019,0.235674,0.131351,0.101715,0.037770,0.021467,0.020924,0.027029,0.031077,0.011547,0.012885,0.013412,0.015433,0.008421,0.006215,0.007341,0.004296,0.015188
5,0.789675,0.358761,0.379717,0.232792,0.428769,0.174791,0.154803,0.054114,0.041108,0.077103,0.040916,0.036283,0.030078,0.028956,0.023185,0.022984,0.029071,0.025180,0.014360
D,0.361727,0.082772,0.187289,0.078709,0.119462,0.067191,0.036569,0.021259,0.012471,0.022148,0.017952,0.012150,0.007049,0.015673,0.006469,0.013679,0.013633,0.009622,0.005145
1,0.559334,0.168590,0.136808,0.103622,0.048371,0.026128,0.020132,0.048525,0.031148,0.041476,0.010627,0.012258,0.014915,0.015523,0.011325,0.008610,0.004308,0.008554,0.007244
0,0.120367,0.120084,0.069627,0.029918,0.030914,0.018452,0.020673,0.015922,0.003538,0.011508,0.006347,0.006543,0.002887,0.007176,0.005209,0.001836,0.003606,0.003887,0.001679
1,0.416209,0.138117,0.123247,0.077685,0.075631,0.054416,0.049072,0.017925,0.027703,0.023960,0.033137,0.022240,0.027496,0.010197,0.012291,0.015476,0.011040,0.005350,0.011495
3,0.771366,0.340316,0.388269,0.279380,0.080400,0.085744,0.053497,0.061561,0.031013,0.013289,0.033924,0.018437,0.036716,0.018532,0.013148,0.011410,0.020425,0.008669,0.005386
7,0.618233,0.226656,0.361944,0.216426,0.104249,0.110715,0.098697,0.088785,0.053454,0.052966,0.020913,0.025127,0.038121,0.030673,0.037036,0.007131,0.021319,0.014139,0.010233
D,0.402026,0.115263,0.204603,0.111876,0.119208,0.033079,0.040067,0.016551,0.010122,0.039617,0.013305,0.014208,0.010065,0.011125,0.011263,0.006516,0.007327,0.006254,0.008121
Q,0.476534,0.175236,0.223584,0.093214,0.097985,0.041350,0.046858,0.029121,0.026245,0.035593,0.010220,0.021141,0.003105,0.007582,0.005558,0.009828,0.008033,0.004903,0.002545
P,0.734275,0.171382,0.255146,0.318681,0.113407,0.033224,0.064753,0.031520,0.028154,0.031336,0.023756,0.022238,0.025883,0.035770,0.014215,0.012756,0.015398,0.014614,0.012220
0,0.061920,0.134815,0.047284,0.018120,0.020111,0.018899,0.007545,0.011302,0.007973,0.006577,0.005699,0.003515,0.004483,0.006753,0.003299,0.006086,0.006602,0.004124,0.003763
9,0.697529,0.192005,0.280754,0.329891,0.295033,0.044029,0.053542,0.054344,0.032661,0.035467,0.045426,0.021354,0.029937,0.032324,0.014258,0.021714,0.014062,0.016044,0.010848
D,0.399729,0.146162,0.213430,0.138306,0.112211,0.037774,0.049519,0.011530,0.018978,0.044875,0.023892,0.013869,0.018287,0.011995,0.016879,0.018237,0.013368,0.008254,0.007953
H,0.130115,0.138020,0.076735,0.022996,0.013889,0.024000,0.018423,0.014773,0.006168,0.008677,0.009991,0.009153,0.007640,0.009499,0.005453,0.005551,0.005350,0.002927,0.005626
R,0.628641,0.053066,0.157854,0.182306,0.132918,0.052316,0.024279,0.044615,0.025697,0.019650,0.026233,0.015331,0.012103,0.014545,0.004160,0.009708,0.007435,0.004584,0.011199
A,0.301247,0.270676,0.062618,0.057461,0.008541,0.034127,0.014395,0.025213,0.016340,0.020114,0.016180,0.011312,0.021816,0.017470,0.008963,0.010206,0.012387,0.007253,0.004002
:,0.092265,0.053030,0.042062,0.054047,0.018416,0.031588,0.014805,0.020318,0.017856,0.020901,0.012402,0.020938,0.015096,0.007090,0.013120,0.010988,0.008088,0.008357,0.003160
3,0.743472,0.272077,0.357761,0.271531,0.099811,0.085625,0.038308,0.054358,0.037682,0.018178,0.033185,0.021871,0.032025,0.008957,0.015815,0.015255,0.009996,0.009267,0.005699
>,0.072860,0.119208,0.048695,0.051298,0.057821,0.022831,0.015813,0.007473,0.014511,0.011128,0.018408,0.019452,0.011604,0.022154,0.011161,0.010826,0.004282,0.006577,0.004884
5,0.749622,0.334150,0.420538,0.230857,0.307375,0.224147,0.149977,0.047946,0.049513,0.064221,0.026917,0.043420,0.019072,0.026117,0.026696,0.026128,0.016519,0.017851,0.012126
3,0.783379,0.312853,0.397580,0.325897,0.112491,0.077530,0.045213,0.052346,0.031283,0.019170,0.031133,0.019913,0.031216,0.022884,0.016475,0.011540,0.016412,0.011134,0.007298
9,0.820807,0.195148,0.375028,0.319221,0.194376,0.102939,0.064431,0.070965,0.018205,0.043462,0.014641,0.063674,0.029883,0.013661,0.016363,0.018182,0.026316,0.015478,0.017184
J,0.469283,0.326725,0.142231,0.098343,0.041881,0.062343,0.063658,0.034487,0.022756,0.015694,0.007025,0.017236,0.013518,0.021127,0.008898,0.007095,0.008234,0.008808,0.003748
?,0.247839,0.117043,0.067946,0.068553,0.041987,0.031565,0.033011,0.012727,0.017247,0.018221,0.009410,0.013006,0.015703,0.017474,0.012307,0.014027,0.004905,0.006229,0.005516
K,0.288887,0.145045,0.071631,0.097946,0.048687,0.023678,0.016315,0.025447,0.016581,0.019445,0.006622,0.013338,0.017122,0.009626,0.005568,0.007513,0.010367,0.005757,0.008562
;,0.071269,0.197721,0.014702,0.052917,0.046810,0.022108,0.022842,0.008208,0.014626,0.010679,0.007005,0.010712,0.011816,0.010760,0.014780,0.009786,0.012428,0.008415,0.008968
6,0.815279,0.171576,0.213043,0.308194,0.139724,0.053383,0.045340,0.026689,0.046087,0.032331,0.011187,0.026229,0.019683,0.026164,0.034992,0.012397,0.008345,0.012476,0.014547
C,0.332027,0.150445,0.127352,0.063144,0.053273,0.046137,0.026276,0.015389,0.023119,0.007778,0.011406,0.008298,0.008507,0.007144,0.010407,0.016026,0.012710,0.009271,0.003638
9,0.937524,0.198192,0.359326,0.305259,0.154743,0.050698,0.058579,0.045986,0.043380,0.011073,0.040468,0.017409,0.026796,0.020163,0.020658,0.019820,0.021559,0.012313,0.009390
C,0.508958,0.184437,0.189417,0.046762,0.069510,0.057319,0.023182,0.034349,0.021430,0.024212,0.012345,0.014621,0.021229,0.017704,0.010592,0.014054,0.014392,0.010713,0.003253
O,0.655783,0.246596,0.262128,0.164514,0.053464,0.044827,0.032402,0.030737,0.033354,0.033855,0.024183,0.020085,0.028056,0.011910,0.019704,0.017963,0.013108,0.011771,0.007527
E,0.518516,0.386217,0.187255,0.196422,0.052518,0.031481,0.081650,0.029733,0.023064,0.016187,0.012265,0.013673,0.008113,0.024079,0.014091,0.008073,0.004088,0.014783,0.003414
<,0.869350,0.396983,0.221807,0.149675,0.080016,0.068967,0.045964,0.023885,0.018290,0.028477,0.006209,0.014124,0.007860,0.012275,0.008184,0.008186,0.011211,0.003913,0.006372
P,0.806990,0.180934,0.182810,0.315045,0.144513,0.058592,0.062420,0.043835,0.038502,0.039498,0.008784,0.022412,0.022264,0.022674,0.043044,0.009780,0.013199,0.020448,0.015653
H,0.165481,0.082397,0.053385,0.024924,0.020710,0.012783,0.015076,0.009994,0.010759,0.010185,0.010602,0.008485,0.004988,0.004782,0.001664,0.004513,0.003090,0.001986,0.004071
R,0.694932,0.089321,0.112484,0.168314,0.119525,0.050942,0.045843,0.045811,0.022276,0.028854,0.015485,0.020734,0.010165,0.020548,0.012071,0.009872,0.007026,0.009619,0.010775
?,0.282005,0.158054,0.064001,0.050336,0.025865,0.034457,0.034885,0.026000,0.017213,0.020708,0.022269,0.015409,0.017864,0.014893,0.015945,0.009736,0.005028,0.010478,0.004059
H,0.149130,0.143513,0.060954,0.040551,0.031218,0.023401,0.013915,0.015567,0.020574,0.011650,0.018302,0.012919,0.011027,0.008442,0.003862,0.006103,0.006853,0.005413,0.003390
K,0.220865,0.154387,0.079564,0.095120,0.057397,0.050979,0.025948,0.020497,0.013689,0.028653,0.023747,0.011283,0.018127,0.009289,0.005097,0.004188,0.007870,0.006262,0.008886
C,0.297870,0.183814,0.161875,0.080901,0.068642,0.025038,0.029537,0.015223,0.017634,0.012187,0.008750,0.010957,0.003017,0.003824,0.010533,0.009221,0.012474,0.008513,0.004125
7,0.680625,0.334981,0.329408,0.256290,0.103429,0.099349,0.070021,0.098336,0.044425,0.038379,0.035355,0.039964,0.046269,0.025198,0.005001,0.029105,0.012864,0.007920,0.022036
B,0.357975,0.117941,0.131951,0.059667,0.059595,0.033992,0.025429,0.039548,0.006136,0.007234,0.015314,0.010207,0.011250,0.007169,0.011102,0.016334,0.011761,0.009262,0.008179
?,0.272901,0.115607,0.080280,0.076779,0.045690,0.023941,0.030217,0.019693,0.011106,0.016576,0.017008,0.016499,0.023959,0.016880,0.010660,0.011732,0.006649,0.011604,0.002964
S,0.387965,0.144719,0.085459,0.092116,0.053911,0.038673,0.040618,0.022998,0.010003,0.032112,0.013239,0.026234,0.022966,0.006287,0.009187,0.005235,0.010337,0.006283,0.010011
6,0.785066,0.195739,0.304014,0.356186,0.082446,0.062236,0.057430,0.047598,0.041492,0.020164,0.034480,0.018567,0.051737,0.020183,0.009130,0.024241,0.011102,0.009333,0.018759
2,0.665225,0.388365,0.320513,0.118430,0.057299,0.060925,0.034661,0.030571,0.032584,0.033848,0.023803,0.019532,0.020269,0.021124,0.006311,0.010408,0.006459,0.017184,0.009982
8,0.694543,0.233086,0.299505,0.261089,0.062461,0.092341,0.067408,0.030278,0.054698,0.038276,0.024560,0.032049,0.023788,0.014888,0.019259,0.018803,0.008374,0.009467,0.014424
9,0.722058,0.170161,0.274153,0.254982,0.266796,0.060875,0.072132,0.059287,0.044641,0.023175,0.043161,0.016061,0.048086,0.044509,0.013257,0.005963,0.019353,0.006427,0.014704
F,0.067040,0.072459,0.072334,0.029097,0.041121,0.012052,0.028791,0.013214,0.006394,0.005065,0.006171,0.004984,0.007603,0.007614,0.006464,0.003068,0.004807,0.003242,0.004349
@,0.424900,0.242474,0.140284,0.113015,0.047132,0.028556,0.033402,0.016633,0.031326,0.011097,0.016658,0.005881,0.017893,0.006356,0.010691,0.010482,0.011387,0.011667,0.010469
S,0.352208,0.214462,0.061460,0.132418,0.028202,0.027084,0.028723,0.026350,0.018723,0.018445,0.005731,0.006866,0.006186,0.004359,0.010664,0.003639,0.006600,0.011109,0.003524
3,0.728546,0.376959,0.405573,0.315394,0.059749,0.083063,0.054286,0.062578,0.047565,0.014327,0.034707,0.026487,0.049131,0.012721,0.026948,0.013837,0.012737,0.025128,0.015433
P,0.811682,0.203134,0.256887,0.317877,0.115609,0.032216,0.053007,0.027016,0.047707,0.021050,0.022582,0.018779,0.033227,0.025847,0.030996,0.004792,0.011305,0.005656,0.020280
7,0.724540,0.328263,0.303779,0.277864,0.071189,0.057046,0.059590,0.079055,0.038427,0.038403,0.038460,0.057726,0.046881,0.014048,0.013790,0.016303,0.010801,0.005225,0.011166
K,0.407218,0.187466,0.098677,0.057697,0.049252,0.041601,0.049974,0.012863,0.021321,0.017855,0.015637,0.017446,0.012210,0.013739,0.004129,0.003903,0.008995,0.007047,0.004853
Q,0.450055,0.187289,0.171134,0.068938,0.109593,0.031180,0.042087,0.037206,0.028042,0.032190,0.020552,0.025168,0.007105,0.005121,0.008888,0.011522,0.008876,0.008946,0.005087
1,0.383134,0.152130,0.095738,0.091816,0.033739,0.034309,0.030164,0.026740,0.011016,0.022817,0.010384,0.016560,0.006699,0.009803,0.013824,0.007578,0.010187,0.011948,0.011243
2,0.673437,0.338879,0.312228,0.176628,0.042086,0.052854,0.030670,0.024079,0.021293,0.028968,0.051504,0.021204,0.016792,0.024779,0.014451,0.020097,0.010053,0.016571,0.005842
A,0.227600,0.198676,0.079616,0.082723,0.037029,0.019482,0.027484,0.012855,0.014466,0.018121,0.015898,0.021245,0.013842,0.009781,0.017216,0.015212,0.010482,0.004730,0.009105
4,0.921912,0.428342,0.136682,0.392141,0.346879,0.070456,0.077152,0.024017,0.055423,0.026578,0.041230,0.025753,0.015507,0.022401,0.038325,0.031843,0.021644,0.020971,0.007641
0,0.121378,0.145186,0.074528,0.033671,0.021060,0.035546,0.011756,0.018332,0.010452,0.015834,0.012835,0.011226,0.007199,0.008134,0.004237,0.006138,0.003346,0.006462,0.002794
C,0.354568,0.124961,0.155300,0.061036,0.063372,0.056687,0.032029,0.029809,0.024714,0.015383,0.012696,0.010226,0.011342,0.010765,0.016918,0.014170,0.010549,0.005983,0.004606
8,0.536899,0.166182,0.268063,0.200074,0.094582,0.031291,0.046688,0.044117,0.053757,0.030336,0.029431,0.012270,0.018601,0.014232,0.011793,0.010391,0.012295,0.012235,0.020047
S,0.472984,0.182838,0.167592,0.057841,0.071536,0.042618,0.014069,0.024834,0.016793,0.015431,0.032901,0.022916,0.023653,0.007384,0.009228,0.011789,0.006683,0.007392,0.007456
Q,0.363940,0.144814,0.194610,0.085842,0.071945,0.056631,0.029668,0.015582,0.025176,0.020219,0.025306,0.020460,0.019488,0.010264,0.002050,0.006005,0.008712,0.010840,0.009933
B,0.408223,0.165621,0.190445,0.087070,0.071189,0.040219,0.020441,0.019416,0.021539,0.011311,0.026275,0.007465,0.012457,0.013248,0.009698,0.011035,0.007636,0.013206,0.011110
R,0.745454,0.050306,0.155110,0.203175,0.120891,0.042871,0.054442,0.033940,0.026811,0.018749,0.023228,0.029823,0.021011,0.012567,0.015816,0.006549,0.008582,0.008963,0.011913
M,0.112286,0.070109,0.044310,0.080095,0.048069,0.025070,0.033037,0.018262,0.014711,0.010158,0.013516,0.002992,0.009483,0.005982,0.015188,0.010836,0.008586,0.007252,0.002870
A,0.537799,0.304849,0.126392,0.082227,0.047597,0.018188,0.046446,0.039468,0.024357,0.012046,0.031990,0.017428,0.017188,0.012220,0.017378,0.015816,0.004994,0.010036,0.008920
S,0.295060,0.148802,0.099084,0.074438,0.061900,0.031060,0.030959,0.021016,0.008556,0.020437,0.008777,0.011865,0.017272,0.018251,0.021617,0.008672,0.005248,0.005751,0.003989
H,0.126217,0.127292,0.071859,0.028021,0.022774,0.012810,0.021189,0.012842,0.006784,0.013118,0.007718,0.010445,0.009671,0.006720,0.004599,0.004129,0.004617,0.003123,0.001084
<,0.881962,0.339025,0.253731,0.176249,0.084672,0.064690,0.043992,0.024811,0.024962,0.032531,0.019803,0.014393,0.012118,0.013854,0.009468,0.010065,0.008324,0.006585,0.006580
9,0.750257,0.221488,0.255532,0.303574,0.291854,0.038806,0.054807,0.033269,0.037036,0.037611,0.032818,0.016202,0.030700,0.024256,0.024606,0.020149,0.018104,0.012101,0.017868
S,0.340695,0.188997,0.076997,0.104719,0.053771,0.024640,0.016942,0.012151,0.016296,0.016896,0.014744,0.006987,0.006119,0.007277,0.005226,0.016240,0.008988,0.004001,0.007589
K,0.422462,0.158212,0.108066,0.154041,0.061947,0.036510,0.040708,0.037884,0.018190,0.017052,0.012921,0.018848,0.033682,0.017550,0.017101,0.006533,0.009717,0.013700,0.006614
2,0.545400,0.260295,0.307738,0.194096,0.103414,0.038449,0.052012,0.019465,0.032200,0.007933,0.026819,0.033930,0.026974,0.011625,0.016794,0.014679,0.012707,0.012603,0.010778
P,0.780209,0.173991,0.317899,0.269441,0.328454,0.095426,0.048178,0.078266,0.035816,0.036621,0.018966,0.024475,0.056045,0.026340,0.036639,0.029924,0.037027,0.011207,0.019662
Q,0.440820,0.198580,0.199721,0.132484,0.068830,0.026591,0.031260,0.024974,0.016449,0.030155,0.014152,0.016154,0.012742,0.010932,0.013504,0.006160,0.002286,0.006175,0.005877
2,0.467990,0.178393,0.249596,0.156328,0.130870,0.025421,0.054450,0.028806,0.007301,0.024000,0.007281,0.013532,0.030426,0.023077,0.009444,0.013019,0.016313,0.008462,0.007319
2,0.710136,0.321306,0.314053,0.111652,0.036292,0.052026,0.026401,0.018902,0.020757,0.035558,0.026512,0.013211,0.008477,0.017176,0.012932,0.008935,0.009854,0.008442,0.007584
P,0.818622,0.223142,0.284872,0.341074,0.103079,0.038617,0.054742,0.049929,0.043400,0.012451,0.025425,0.011606,0.032190,0.039026,0.022564,0.015630,0.008870,0.019086,0.013239
1,0.344412,0.168910,0.060054,0.104673,0.045449,0.034242,0.015930,0.013249,0.021685,0.013399,0.018703,0.006284,0.008778,0.004106,0.010054,0.010388,0.004127,0.005780,0.001021
